Gender,Age,Academic Percentage,Maths Score,Science Score,English Score,Programming Skill,Communication Skill,Logical Thinking,Creativity,Leadership,Interest,Personality Type,Preferred Subject,Career Label
Male,21,94.06,81.82,83.24,43.93,6,5,7,7,2,Science,Practical,Mathematics,Mechanical Engineer
Female,21,58.27,43.86,75.91,59.22,5,6,6,9,6,Technology,Creative,Arts,Graphic Designer
Male,21,83.22,90.56,62.69,55.68,8,5,8,7,2,Technology,Creative,Computer Science,Software Engineer
Female,20,68.37,64.43,55.26,68.93,5,8,8,5,9,Business,Leadership,Social Studies,Business Analyst
Male,19,79.7,58.76,64.97,75.05,6,10,7,9,4,Business,Social,Social Studies,Teacher
Female,20,75.76,58.01,62.58,83.08,4,7,6,9,5,Design,Creative,English,Graphic Designer
Male,16,80.01,76.8,78.13,52.56,9,3,8,5,7,Science,Investigative,Computer Science,Software Engineer
Male,18,86.69,68.52,88.72,61.01,1,6,6,6,5,Medicine,Social,Biology,Doctor
Male,21,73.77,87.1,70.69,74.37,5,2,9,8,5,Technology,Practical,Mathematics,Data Scientist
Female,21,70.54,59.25,45.65,68.52,2,9,6,7,6,Arts,Leadership,English,Lawyer
Female,16,82.41,65.98,62.42,72.35,4,9,7,4,8,Business,Social,Mathematics,Business Analyst
Female,16,64.35,58.98,57.62,84.33,2,10,9,2,6,Business,Leadership,Computer Science,Business Analyst
Female,20,75.48,40.25,53.81,63.14,5,6,4,9,9,Design,Creative,Arts,Graphic Designer
Male,19,85.5,59.12,99.16,79.56,3,10,6,5,7,Medicine,Social,Biology,Doctor
Male,22,88.65,54.61,76.27,61.08,1,7,9,6,6,Social Work,Investigative,Biology,Psychologist
Male,18,80.22,80.1,49.47,61.82,10,5,8,6,2,Mathematics,Social,Mathematics,Software Engineer
Female,22,73.39,74.12,80.5,70.25,2,2,5,6,9,Science,Practical,Mathematics,Civil Engineer
Female,17,62.49,64.72,64.68,78.68,3,7,4,6,6,Arts,Leadership,Social Studies,Teacher
Male,18,76.74,93.43,80.81,66.81,8,5,8,5,3,Mathematics,Analytical,Mathematics,Data Scientist
Male,19,81.98,59.57,61.79,77.54,5,5,5,10,6,Business,Leadership,Mathematics,Business Analyst
Male,16,65.09,70.85,76.52,60.77,7,1,6,4,7,Mathematics,Investigative,Science,Civil Engineer
Female,17,82.21,79.35,77.86,83.53,10,3,8,8,6,Science,Creative,Computer Science,Software Engineer
Male,19,87.22,97.16,92.93,58.59,7,9,7,4,3,Medicine,Social,Biology,Doctor
Female,16,80.44,73.52,61.91,70.18,2,10,2,2,6,Medicine,Social,English,Teacher
Female,18,75.32,82.97,84.06,64.39,10,6,7,7,6,Science,Creative,Mathematics,Software Engineer
Male,16,74.0,68.63,79.76,63.36,3,5,7,4,4,Science,Practical,Mathematics,Civil Engineer
Female,21,79.64,91.67,75.93,54.98,8,4,7,9,1,Technology,Analytical,Mathematics,Software Engineer
Female,19,84.59,55.75,51.36,89.42,2,9,7,9,7,Business,Leadership,Social Studies,Lawyer
Male,20,94.48,61.5,90.04,68.22,4,6,7,6,7,Social Work,Analytical,Biology,Doctor
Male,20,66.82,80.67,82.83,56.13,3,6,6,7,6,Mathematics,Practical,Mathematics,Mechanical Engineer
Male,18,74.11,78.81,72.68,74.98,10,5,10,7,7,Technology,Investigative,Science,Software Engineer
Female,20,80.86,78.51,75.34,73.16,5,4,8,6,4,Technology,Analytical,Mathematics,Data Scientist
Female,21,61.32,81.98,87.02,51.97,2,5,7,4,6,Science,Practical,Science,Civil Engineer
Female,20,82.11,97.41,76.92,69.38,7,7,9,8,3,Technology,Analytical,Computer Science,Software Engineer
Female,20,72.81,72.32,68.47,83.57,1,10,5,4,5,Social Work,Leadership,Mathematics,Teacher
Male,17,92.84,45.62,56.72,80.76,5,4,4,8,5,Arts,Creative,Arts,Graphic Designer
Female,20,72.42,86.07,90.19,60.41,3,2,9,7,6,Business,Analytical,Mathematics,Mechanical Engineer
Male,21,75.12,79.45,80.78,76.94,1,9,6,5,10,Arts,Analytical,Commerce,Teacher
Female,17,78.94,71.6,54.72,85.05,1,10,8,7,10,Arts,Social,Social Studies,Lawyer
Female,16,83.33,84.95,39.63,73.26,5,5,5,7,8,Medicine,Analytical,Commerce,Business Analyst
Female,21,75.59,87.69,78.35,61.3,10,7,9,4,5,Science,Investigative,Mathematics,Data Scientist
Female,16,87.71,45.73,63.29,71.37,2,9,7,7,10,Arts,Creative,Commerce,Lawyer
Female,18,68.21,70.91,49.3,77.92,4,4,9,7,5,Business,Analytical,Social Studies,Business Analyst
Female,21,82.88,59.86,54.58,67.43,5,9,6,4,3,Business,Leadership,Arts,Teacher
Female,22,83.62,82.63,69.01,71.9,4,3,8,8,6,Technology,Practical,Biology,Data Scientist
Male,20,76.75,74.44,81.12,72.58,4,9,6,4,8,Social Work,Creative,Social Studies,Teacher
Male,17,83.63,62.73,74.01,42.39,4,4,8,5,3,Technology,Analytical,Arts,Mechanical Engineer
Male,18,80.96,80.21,36.16,82.24,2,6,9,1,8,Technology,Leadership,Social Studies,Business Analyst
Female,19,83.83,78.14,54.88,74.12,9,3,9,5,7,Science,Investigative,Computer Science,Data Scientist
Male,21,75.67,87.39,92.0,46.12,6,6,7,5,7,Science,Practical,Mathematics,Mechanical Engineer
Male,18,88.06,89.45,80.74,34.53,5,9,9,7,4,Technology,Practical,Science,Mechanical Engineer
Male,21,78.24,45.36,74.85,67.47,1,8,4,7,4,Arts,Creative,Social Studies,Graphic Designer
Female,20,75.67,77.21,86.53,51.36,5,9,8,4,6,Mathematics,Practical,Science,Mechanical Engineer
Female,20,99.0,71.81,93.26,81.92,2,8,7,5,6,Science,Social,Biology,Doctor
Female,20,76.28,70.58,65.58,67.08,3,8,3,8,5,Business,Practical,English,Teacher
Male,22,81.07,64.21,67.27,68.89,1,8,3,6,6,Social Work,Social,Biology,Psychologist
Female,22,71.88,58.07,56.23,91.64,2,9,7,5,8,Arts,Leadership,Commerce,Lawyer
Male,18,86.49,84.18,57.0,70.69,1,8,6,3,10,Social Work,Social,Social Studies,Lawyer
Female,16,89.02,73.41,96.97,80.59,1,6,9,6,6,Social Work,Investigative,English,Doctor
Male,17,82.06,56.21,70.31,71.53,1,10,3,3,7,Arts,Social,Social Studies,Psychologist
Male,22,80.69,58.0,100.0,65.7,5,8,9,4,6,Medicine,Social,Science,Doctor
Female,18,74.25,73.8,59.52,89.22,3,7,9,6,8,Technology,Analytical,Commerce,Business Analyst
Female,19,88.75,58.92,90.7,72.44,1,7,9,1,8,Medicine,Investigative,Biology,Doctor
Male,16,91.62,92.41,68.87,56.66,6,6,8,1,2,Technology,Analytical,Mathematics,Data Scientist
Female,17,81.04,72.52,72.03,51.44,2,6,6,2,8,Technology,Practical,Science,Civil Engineer
Male,20,76.56,81.86,78.87,38.56,9,4,10,7,4,Design,Investigative,Computer Science,Software Engineer
Female,16,75.69,97.14,67.82,85.77,7,7,7,7,8,Technology,Leadership,Commerce,Business Analyst
Female,20,77.98,60.01,63.6,89.85,1,9,6,2,6,Business,Social,Social Studies,Lawyer
Male,18,90.65,77.41,71.32,67.22,5,6,10,7,5,Technology,Analytical,Mathematics,Data Scientist
Female,17,82.52,74.71,49.23,59.12,5,5,7,1,9,Business,Social,Commerce,Business Analyst
Male,16,82.69,72.83,73.57,67.75,4,7,7,6,5,Science,Practical,Science,Civil Engineer
Female,19,87.15,61.9,68.7,67.32,5,5,6,7,10,Business,Analytical,Social Studies,Business Analyst
Male,22,84.8,75.07,71.54,59.78,10,4,7,8,3,Technology,Investigative,Mathematics,Software Engineer
Male,16,75.55,74.75,84.83,61.95,8,6,10,7,4,Mathematics,Analytical,Mathematics,Mechanical Engineer
Male,16,67.25,79.32,70.84,60.27,2,1,8,5,9,Technology,Analytical,Social Studies,Civil Engineer
Female,20,78.28,77.01,59.39,69.07,1,9,6,7,8,Social Work,Creative,Social Studies,Teacher
Female,20,77.12,57.75,71.31,72.24,4,9,8,4,3,Social Work,Social,Commerce,Psychologist
Male,17,79.9,67.01,37.33,83.23,6,5,4,4,9,Business,Analytical,Commerce,Business Analyst
Male,18,71.03,78.01,73.42,47.87,2,7,6,1,3,Technology,Practical,Mathematics,Civil Engineer
Male,17,85.73,55.09,61.0,74.55,2,10,8,5,8,Social Work,Leadership,Social Studies,Lawyer
Female,20,87.72,59.68,60.91,84.3,1,7,6,4,6,Business,Practical,English,Lawyer
Male,16,92.5,65.63,91.45,54.36,3,5,6,6,10,Technology,Analytical,Science,Doctor
Male,19,74.21,87.92,46.42,72.52,7,9,1,9,8,Design,Creative,Arts,Graphic Designer
Female,16,99.0,89.55,82.6,50.05,8,6,9,4,4,Science,Analytical,Mathematics,Data Scientist
Male,21,97.16,56.35,91.12,59.14,2,6,5,7,6,Social Work,Analytical,Biology,Doctor
Female,18,73.63,48.02,73.67,65.49,5,10,9,6,6,Arts,Social,Social Studies,Psychologist
Male,19,69.57,89.02,63.13,67.92,4,6,8,7,7,Business,Analytical,Commerce,Business Analyst
Female,18,89.75,65.07,60.83,65.31,2,7,3,6,5,Social Work,Investigative,Social Studies,Psychologist
Female,20,97.87,68.75,86.87,64.44,6,8,6,7,6,Social Work,Social,Social Studies,Psychologist
Female,16,87.39,65.86,65.51,82.29,2,7,4,5,10,Arts,Investigative,Computer Science,Lawyer
Male,20,91.18,84.21,70.45,48.29,8,3,10,1,8,Medicine,Practical,Science,Mechanical Engineer
Female,21,72.87,67.71,63.36,56.93,4,9,4,8,6,Design,Creative,English,Graphic Designer
Male,19,76.93,62.77,73.64,48.66,10,7,5,9,5,Design,Analytical,Commerce,Software Engineer
Female,20,94.46,59.44,86.11,74.92,1,9,7,3,8,Medicine,Social,Biology,Doctor
Male,21,67.77,67.84,72.88,49.85,2,4,8,2,6,Technology,Investigative,Science,Civil Engineer
Male,21,83.41,58.79,89.97,84.7,4,8,5,7,2,Medicine,Analytical,Biology,Doctor
Male,20,76.22,52.68,68.67,80.24,4,9,7,6,6,Business,Social,English,Teacher
Male,21,71.82,95.06,78.17,54.8,5,4,8,5,3,Science,Practical,Mathematics,Mechanical Engineer
Male,22,93.28,71.83,90.95,61.69,3,10,8,4,5,Medicine,Investigative,Science,Doctor
Male,19,96.51,68.78,92.66,73.39,3,7,8,1,9,Medicine,Investigative,English,Doctor
Female,19,62.19,77.95,77.55,68.41,2,3,10,4,1,Technology,Analytical,Mathematics,Mechanical Engineer
Male,16,71.41,55.76,86.16,75.92,6,9,8,7,6,Arts,Practical,English,Teacher
Male,20,75.9,74.55,60.85,78.69,8,8,5,2,6,Design,Creative,English,Teacher
Male,16,68.17,54.04,43.53,65.43,3,6,2,9,5,Design,Creative,Biology,Graphic Designer
Female,20,78.96,48.37,88.62,77.61,3,5,3,8,5,Technology,Creative,Arts,Graphic Designer
Female,19,76.65,75.82,74.25,72.32,4,10,8,6,10,Business,Creative,Science,Teacher
Male,20,78.99,89.89,64.53,74.85,7,7,8,7,6,Science,Investigative,Science,Data Scientist
Female,20,67.75,87.01,70.86,76.97,1,6,7,5,7,Technology,Practical,Science,Civil Engineer
Male,17,70.0,69.01,84.63,61.63,1,2,4,7,4,Science,Practical,Science,Civil Engineer
Male,18,87.84,85.27,81.67,54.18,7,5,9,4,6,Technology,Practical,Computer Science,Data Scientist
Female,17,80.66,76.65,61.11,67.9,5,9,6,5,5,Medicine,Leadership,English,Teacher
Female,21,93.08,82.47,83.52,67.74,2,8,8,3,5,Science,Investigative,Biology,Doctor
Female,21,86.32,59.41,89.25,77.52,1,7,6,6,8,Medicine,Social,Biology,Doctor
Female,17,69.44,86.28,85.74,56.13,4,4,7,5,5,Science,Practical,Computer Science,Mechanical Engineer
Male,16,79.13,91.71,67.55,44.82,6,6,8,6,6,Technology,Practical,Computer Science,Software Engineer
Male,18,63.16,87.97,75.92,60.33,4,4,9,7,6,Science,Practical,Mathematics,Mechanical Engineer
Female,19,80.83,66.79,81.0,48.08,4,7,6,3,6,Science,Analytical,Mathematics,Civil Engineer
Female,21,82.61,75.2,92.91,76.75,5,6,7,6,5,Social Work,Leadership,Biology,Doctor
Male,20,77.45,95.5,70.98,59.55,8,4,10,6,4,Technology,Analytical,Computer Science,Data Scientist
Male,18,80.4,85.26,70.45,59.66,3,6,7,5,5,Mathematics,Practical,Science,Mechanical Engineer
Female,17,80.17,71.87,36.85,80.23,4,8,8,6,8,Business,Investigative,Social Studies,Lawyer
Male,22,78.79,82.81,77.81,77.34,2,1,6,1,7,Mathematics,Analytical,Mathematics,Civil Engineer
Male,16,74.08,50.66,62.74,61.43,1,6,7,9,5,Arts,Investigative,Biology,Psychologist
Female,20,72.61,51.8,71.94,70.18,1,9,5,7,5,Medicine,Social,Social Studies,Psychologist
Female,16,71.18,63.57,34.79,81.82,1,10,10,4,10,Social Work,Investigative,Commerce,Lawyer
Male,17,86.1,61.36,87.3,70.41,8,8,6,4,7,Medicine,Investigative,Biology,Doctor
Male,21,89.42,51.29,90.19,80.8,3,6,6,6,7,Medicine,Analytical,English,Doctor
Female,21,97.02,71.49,89.72,80.59,3,8,5,9,6,Mathematics,Investigative,Biology,Doctor
Male,19,83.18,83.3,100.0,66.46,3,7,9,8,2,Medicine,Social,Biology,Doctor
Male,19,90.86,78.4,91.5,75.14,4,6,7,1,7,Medicine,Social,Science,Doctor
Female,19,72.02,73.33,51.44,75.92,7,9,7,5,2,Arts,Analytical,Computer Science,Software Engineer
Female,18,80.08,66.39,53.01,78.66,3,8,6,6,8,Business,Social,Arts,Teacher
Female,19,71.92,88.96,77.54,70.08,8,7,6,3,2,Technology,Investigative,Computer Science,Software Engineer
Male,19,87.8,75.99,81.8,65.86,1,10,8,10,5,Medicine,Analytical,Science,Doctor
Female,18,88.13,49.58,66.26,90.74,1,8,9,6,10,Business,Investigative,Commerce,Lawyer
Male,22,80.76,91.76,85.34,62.2,7,2,9,2,4,Mathematics,Analytical,Mathematics,Data Scientist
Male,16,69.95,76.8,93.79,63.64,5,7,9,6,6,Technology,Practical,Mathematics,Mechanical Engineer
Female,16,86.17,54.97,84.19,50.01,1,8,9,6,7,Medicine,Investigative,Biology,Doctor
Male,19,78.35,51.37,90.08,79.66,3,9,5,9,5,Science,Social,Biology,Psychologist
Male,21,88.18,90.08,65.69,68.92,8,6,10,6,7,Mathematics,Investigative,Social Studies,Civil Engineer
Female,19,82.96,82.0,72.24,83.43,3,9,9,2,10,Social Work,Investigative,English,Lawyer
Male,18,72.64,58.08,71.63,71.17,2,8,5,3,3,Business,Creative,Social Studies,Teacher
Male,18,73.7,81.09,71.28,45.2,4,9,6,8,4,Technology,Practical,Mathematics,Civil Engineer
Female,19,89.29,90.2,90.81,64.06,1,4,8,6,5,Medicine,Social,Biology,Doctor
Female,18,75.75,74.26,77.17,70.33,3,6,8,4,8,Mathematics,Leadership,Mathematics,Business Analyst
Male,19,72.05,79.1,72.09,57.18,3,7,7,6,8,Science,Investigative,Mathematics,Civil Engineer
Male,21,85.18,89.26,69.51,81.22,10,3,10,5,4,Science,Analytical,Mathematics,Data Scientist
Male,22,84.58,88.04,77.49,48.1,7,7,9,3,4,Technology,Analytical,Mathematics,Data Scientist
Male,20,97.75,84.43,68.78,59.08,7,8,8,7,5,Science,Analytical,Computer Science,Mechanical Engineer
Male,19,87.6,57.75,83.91,72.67,2,6,6,4,7,Medicine,Practical,Biology,Doctor
Female,19,86.26,70.07,67.33,77.73,7,6,4,5,6,Business,Practical,Social Studies,Business Analyst
Female,17,70.21,68.17,60.11,68.15,3,7,7,3,7,Mathematics,Social,Commerce,Business Analyst
Male,20,67.91,72.47,55.0,88.54,7,7,4,8,7,Business,Social,Social Studies,Teacher
Female,18,92.66,54.95,86.08,68.26,1,7,6,3,6,Medicine,Investigative,Science,Doctor
Female,22,90.39,63.99,60.18,83.3,1,10,6,5,6,Social Work,Social,Biology,Psychologist
Male,18,89.28,48.96,75.87,66.24,1,6,9,9,4,Medicine,Social,Biology,Psychologist
Female,22,70.92,76.53,66.15,56.04,3,2,6,5,3,Technology,Practical,Mathematics,Civil Engineer
Male,19,79.75,67.43,58.41,65.24,2,8,8,8,7,Business,Analytical,Mathematics,Business Analyst
Female,19,82.91,65.05,50.4,58.67,5,10,9,5,8,Technology,Analytical,Commerce,Business Analyst
Male,22,79.41,81.87,74.52,47.52,5,10,7,6,8,Science,Analytical,Mathematics,Mechanical Engineer
Male,16,89.75,80.84,43.18,70.85,4,7,8,6,10,Business,Analytical,Social Studies,Business Analyst
Female,21,86.77,76.62,100.0,68.37,4,8,10,3,7,Social Work,Social,English,Teacher
Male,17,98.7,76.51,45.27,72.31,3,9,6,8,5,Arts,Social,Arts,Teacher
Female,21,67.28,31.73,41.37,76.42,1,5,9,9,6,Design,Creative,English,Graphic Designer
Female,22,66.04,89.3,83.31,53.93,5,5,7,3,7,Mathematics,Practical,Mathematics,Mechanical Engineer
Male,18,69.43,61.99,62.26,73.28,3,8,6,6,5,Arts,Leadership,English,Teacher
Male,22,75.47,92.75,79.87,70.48,7,5,7,4,4,Mathematics,Investigative,Mathematics,Software Engineer
Female,17,86.38,59.39,86.16,67.7,5,9,8,8,5,Mathematics,Social,Biology,Psychologist
Male,16,82.18,81.66,77.05,49.92,1,3,9,8,4,Science,Investigative,Science,Mechanical Engineer
Female,21,82.33,53.7,97.01,52.91,4,7,5,5,6,Medicine,Investigative,English,Doctor
Male,21,61.48,84.92,86.63,74.76,1,6,5,9,6,Science,Practical,Science,Civil Engineer
Female,22,75.04,67.29,77.75,84.55,2,8,7,8,5,Social Work,Social,Social Studies,Psychologist
Female,16,82.24,85.71,78.94,89.07,4,6,10,4,5,Science,Analytical,Mathematics,Data Scientist
Female,22,84.74,63.26,60.85,79.49,1,10,8,3,7,Arts,Leadership,Social Studies,Lawyer
Female,18,70.09,67.45,57.35,78.87,7,10,7,7,7,Arts,Leadership,Arts,Teacher
Female,22,86.18,72.79,87.66,79.76,3,4,6,4,6,Medicine,Social,Biology,Doctor
Female,22,84.17,85.85,75.41,61.37,2,5,10,9,5,Medicine,Investigative,Science,Doctor
Male,20,88.15,59.52,58.57,67.13,1,9,6,7,5,Medicine,Investigative,Biology,Psychologist
Female,20,90.55,78.65,57.63,63.49,8,2,8,5,4,Technology,Creative,Computer Science,Software Engineer
Female,19,79.23,61.85,70.76,75.52,1,9,3,2,5,Social Work,Social,Biology,Psychologist
Male,19,73.69,94.12,68.75,85.71,7,4,6,4,3,Medicine,Investigative,Computer Science,Software Engineer
Female,16,80.52,84.66,76.39,66.74,9,3,6,7,4,Design,Analytical,Mathematics,Software Engineer
Male,21,78.72,89.8,81.82,57.86,3,7,6,3,6,Technology,Practical,Mathematics,Civil Engineer
Male,19,66.05,58.83,63.68,64.02,1,6,8,5,6,Arts,Creative,English,Psychologist
Male,17,80.24,71.41,80.85,51.4,7,8,8,5,9,Business,Leadership,Commerce,Business Analyst
Male,22,82.95,81.45,54.36,58.52,4,6,9,5,10,Business,Analytical,Commerce,Business Analyst
Female,16,84.89,64.94,53.78,79.27,3,8,4,7,3,Social Work,Social,Social Studies,Psychologist
Male,18,92.07,78.33,64.02,67.34,6,7,7,9,5,Mathematics,Analytical,Science,Mechanical Engineer
Female,20,80.38,64.07,77.46,79.36,1,9,7,3,8,Arts,Social,Social Studies,Psychologist
Male,22,64.23,53.69,57.02,62.46,1,7,4,10,4,Technology,Creative,English,Graphic Designer
Male,17,96.17,73.05,62.96,68.96,6,7,5,7,7,Business,Social,Mathematics,Business Analyst
Male,18,86.42,59.58,63.2,81.2,4,9,5,3,9,Social Work,Leadership,English,Lawyer
Female,20,94.05,83.25,69.37,60.29,7,8,10,4,4,Science,Practical,Mathematics,Data Scientist
Female,20,93.95,76.96,74.03,47.99,1,7,7,7,5,Medicine,Practical,Computer Science,Civil Engineer
Male,18,98.33,45.49,50.33,67.52,3,9,4,6,4,Social Work,Social,Biology,Psychologist
Female,22,83.33,79.55,72.31,62.45,5,3,8,5,7,Mathematics,Analytical,Computer Science,Data Scientist
Male,19,70.03,68.51,62.59,73.41,2,4,4,9,5,Design,Creative,Arts,Graphic Designer
Female,21,77.7,95.52,68.57,63.69,8,4,8,7,6,Mathematics,Investigative,Computer Science,Data Scientist
Female,22,85.8,75.44,81.93,51.68,4,8,8,9,5,Science,Practical,Mathematics,Mechanical Engineer
Male,21,88.55,76.35,35.4,93.32,4,10,7,3,10,Arts,Investigative,Commerce,Lawyer
Female,16,92.3,44.08,56.92,82.27,6,7,10,10,4,Arts,Creative,Arts,Graphic Designer
Male,21,69.08,67.92,90.43,76.03,5,4,6,5,8,Social Work,Analytical,Science,Mechanical Engineer
Male,19,81.73,69.28,95.57,62.88,3,7,6,1,4,Science,Social,Biology,Doctor
Male,18,67.79,76.82,77.82,47.17,1,8,6,5,6,Science,Practical,English,Civil Engineer
Female,18,78.51,80.82,67.11,82.11,9,9,10,9,3,Technology,Investigative,Computer Science,Software Engineer
Female,17,78.75,63.69,57.56,65.01,2,7,8,6,5,Mathematics,Practical,Mathematics,Civil Engineer
Male,19,80.88,53.87,44.22,71.15,1,10,3,4,7,Social Work,Leadership,English,Lawyer
Female,20,71.74,86.57,72.06,47.26,1,6,5,5,5,Science,Analytical,Mathematics,Civil Engineer
Male,16,70.71,72.15,70.42,77.92,3,9,9,4,9,Business,Social,English,Lawyer
Female,16,76.49,74.69,70.24,53.4,3,6,8,5,9,Science,Practical,Science,Civil Engineer
Female,18,66.28,74.8,72.92,64.91,3,8,6,5,3,Arts,Practical,Mathematics,Civil Engineer
Male,21,83.27,55.54,68.55,73.08,1,9,1,8,7,Arts,Creative,Social Studies,Psychologist
Male,22,96.21,63.79,68.51,82.43,4,9,4,6,2,Arts,Creative,English,Teacher
Male,16,72.88,60.91,61.91,63.84,8,7,4,10,6,Design,Creative,Arts,Graphic Designer
Male,22,74.29,64.6,90.29,49.07,5,6,7,6,3,Mathematics,Practical,Mathematics,Mechanical Engineer
Male,17,95.18,37.44,78.58,65.34,1,8,5,7,6,Social Work,Social,Social Studies,Psychologist
Male,19,74.37,60.65,73.83,84.57,1,5,4,4,3,Mathematics,Analytical,Mathematics,Civil Engineer
Female,17,81.42,98.48,71.88,74.38,9,7,8,7,3,Technology,Creative,Computer Science,Software Engineer
Female,21,85.6,72.41,53.57,76.6,6,7,7,10,2,Social Work,Social,English,Psychologist
Female,19,81.88,66.32,78.2,85.9,2,8,5,3,3,Science,Investigative,English,Doctor
Female,19,95.75,51.04,96.04,78.19,6,8,7,7,7,Science,Investigative,Biology,Doctor
Female,16,92.96,76.85,71.87,60.6,5,7,9,4,5,Mathematics,Investigative,Mathematics,Mechanical Engineer
Female,18,76.71,49.36,56.31,89.18,1,9,9,5,7,Business,Leadership,Social Studies,Lawyer
Female,19,84.72,68.75,54.77,83.98,1,10,7,9,10,Arts,Investigative,English,Lawyer
Male,22,98.38,56.76,84.45,67.64,5,8,6,7,4,Social Work,Investigative,Biology,Doctor
Male,19,82.97,72.47,92.92,84.78,3,3,6,9,7,Medicine,Analytical,Biology,Doctor
Male,16,61.0,47.21,69.5,71.58,6,8,4,8,6,Design,Creative,Arts,Graphic Designer
Male,17,74.0,66.77,57.84,81.04,3,9,9,5,9,Arts,Investigative,English,Lawyer
Male,19,99.0,65.13,84.27,73.23,6,6,6,5,5,Medicine,Analytical,Biology,Doctor
Male,22,63.2,74.43,67.8,43.74,4,3,6,3,5,Science,Analytical,Social Studies,Civil Engineer
Male,19,86.77,85.64,77.36,73.17,6,4,9,6,5,Technology,Analytical,Computer Science,Data Scientist
Female,18,78.52,63.09,81.42,68.04,1,7,7,8,3,Social Work,Social,Biology,Psychologist
Male,18,90.93,61.73,62.37,79.85,4,9,3,7,5,Arts,Social,English,Teacher
Male,19,71.35,73.95,53.33,46.12,4,8,8,6,8,Technology,Social,Commerce,Business Analyst
Female,22,71.06,54.67,72.14,80.62,5,10,4,6,6,Social Work,Creative,Arts,Teacher
Male,22,69.65,74.53,68.88,89.02,4,10,3,7,7,Social Work,Practical,Arts,Teacher
Female,21,61.21,70.92,84.9,49.72,6,8,8,4,5,Science,Analytical,Mathematics,Mechanical Engineer
Female,19,84.66,80.68,70.1,63.56,9,4,9,8,4,Mathematics,Analytical,Computer Science,Data Scientist
Female,18,73.71,76.2,67.12,76.81,5,4,10,5,3,Mathematics,Practical,Mathematics,Mechanical Engineer
Male,21,60.9,46.21,38.83,70.42,5,7,1,9,5,Design,Creative,English,Graphic Designer
Male,20,79.88,68.93,81.15,80.3,2,8,10,4,5,Social Work,Social,Commerce,Lawyer
Male,19,79.97,78.0,76.71,62.75,4,1,10,10,4,Technology,Practical,Mathematics,Mechanical Engineer
Male,16,81.88,74.86,87.43,73.31,6,5,9,3,7,Business,Practical,Science,Mechanical Engineer
Female,21,76.06,84.72,70.85,66.01,9,8,9,2,5,Mathematics,Analytical,Science,Data Scientist
Male,18,90.51,53.24,64.16,84.91,1,10,7,4,6,Business,Social,Commerce,Lawyer
Male,17,67.81,69.1,73.44,62.49,10,7,7,9,6,Arts,Analytical,Science,Software Engineer
Male,21,83.25,93.95,58.52,71.1,9,4,8,5,5,Design,Analytical,Computer Science,Software Engineer
Female,21,76.57,81.43,69.02,81.17,5,5,7,4,9,Arts,Social,Commerce,Business Analyst
Male,22,70.47,71.95,83.86,66.57,5,8,7,5,5,Business,Social,Social Studies,Teacher
Male,19,65.99,30.04,36.65,73.6,4,6,4,10,3,Technology,Creative,Arts,Graphic Designer
Male,17,82.06,90.91,62.09,67.4,8,5,8,7,2,Mathematics,Practical,Mathematics,Data Scientist
Male,17,81.9,91.67,51.35,92.28,2,8,8,5,8,Social Work,Leadership,English,Lawyer
Male,18,68.62,61.15,65.69,70.93,3,7,6,6,8,Arts,Creative,English,Teacher
Male,21,85.38,84.45,75.15,56.69,6,6,8,3,8,Science,Practical,Mathematics,Civil Engineer
Male,18,92.18,53.01,75.55,51.95,3,9,7,5,9,Medicine,Social,Biology,Doctor
Male,19,78.08,79.08,83.51,63.43,5,3,6,6,8,Mathematics,Practical,Social Studies,Civil Engineer
Female,16,74.03,84.5,73.53,67.58,9,6,10,3,8,Technology,Analytical,Mathematics,Data Scientist
Male,20,70.37,55.89,62.46,70.33,4,8,8,3,6,Social Work,Investigative,Biology,Psychologist
Male,19,84.48,67.25,72.27,80.86,1,8,5,8,4,Arts,Social,English,Teacher
Female,22,72.56,48.06,48.28,77.6,8,5,3,10,5,Technology,Practical,English,Graphic Designer
Male,22,79.34,43.43,73.52,83.72,1,7,4,7,7,Arts,Investigative,Social Studies,Lawyer
Male,16,63.45,60.14,49.82,69.09,7,6,4,10,1,Design,Social,Arts,Graphic Designer
Female,17,74.13,82.42,55.68,64.24,7,6,7,5,8,Business,Leadership,Social Studies,Business Analyst
Male,20,88.24,75.29,60.02,51.92,8,7,7,6,7,Arts,Leadership,Commerce,Business Analyst
Female,19,77.32,72.08,76.89,77.65,6,2,6,6,2,Science,Investigative,Computer Science,Mechanical Engineer
Male,16,75.99,83.95,81.77,87.92,6,8,5,5,8,Medicine,Practical,Arts,Doctor
Male,19,55.94,33.68,64.35,71.17,4,8,3,9,6,Technology,Social,Arts,Graphic Designer
Female,17,68.39,77.88,70.31,88.14,4,6,7,4,10,Business,Social,Commerce,Business Analyst
Male,16,76.89,76.73,68.19,66.74,10,6,8,3,5,Design,Analytical,Mathematics,Software Engineer
Male,22,88.17,85.99,78.5,76.65,7,6,10,4,4,Mathematics,Analytical,Computer Science,Data Scientist
Female,16,62.9,43.26,61.49,75.34,3,10,5,9,5,Design,Creative,Arts,Graphic Designer
Female,16,75.24,63.88,57.51,91.87,1,9,8,6,9,Business,Investigative,English,Lawyer
Female,17,81.83,91.6,75.9,85.34,8,6,8,3,5,Mathematics,Analytical,Computer Science,Data Scientist
